#name,region,country,lat,lon,location_type,conflict_date,population
Alto Ligonha,Gile,Zambezia,-15.65966685842814,38.32594731124137,flood_zone,0,97.0
Alto Molocue,Alto Molocue,Zambezia,-15.829796205118251,37.75228092944483,flood_zone,0,310.0
Bajone,Mocubela,Zambezia,-17.2252111346331,37.89524519771939,flood_zone,0,92.0
Campo,Mopeia,Zambezia,-17.82395017596741,36.34478233092376,flood_zone,0,70.0
Chinde,Chinde,Zambezia,-18.690600274304455,36.26547886068014,flood_zone,0,60.0
Chire,Morrumbala,Zambezia,-16.711103198579377,35.53145023724618,flood_zone,0,134.0
Cidade De Quelimane,Cidade De Quelimane,Zambezia,-17.861755578032728,36.91513705245443,flood_zone,0,288.0
Derre,Derre,Zambezia,-17.08276964262277,36.134363838018444,flood_zone,0,141.0
Gile,Gile,Zambezia,-16.135612480159953,38.29138347232607,flood_zone,0,151.0
Gonhane,Inhassunge,Zambezia,-18.130413071013063,36.76476274229092,flood_zone,0,22.0
Gurue,Gurue,Zambezia,-15.416391317595515,36.971555697725705,flood_zone,0,214.0
Ile,Ile,Zambezia,-16.094507584598002,37.335820811542234,flood_zone,0,140.0
Inhassunge,Inhassunge,Zambezia,-18.02121695622448,36.82200467568068,flood_zone,0,68.0
Lioma,Gurue,Zambezia,-15.21329049245013,36.851919603364486,flood_zone,0,176.0
Luabo,Luabo,Zambezia,-18.31605232864015,36.09721444168343,flood_zone,0,69.0
Lugela,Lugela,Zambezia,-16.32755255389846,36.79320656162262,flood_zone,0,75.0
Macuze,Namacurra,Zambezia,-17.591619175875397,37.223440161622996,flood_zone,0,93.0
Maganja,Maganja Da Costa,Zambezia,-17.317218246584183,37.55715040017329,flood_zone,0,86.0
Majaua,Milange,Zambezia,-16.253940329426552,35.43626097088955,flood_zone,0,103.0
Maquival,Maquival,Zambezia,-17.805636374607122,37.04721829480276,flood_zone,0,97.0
Megaza,Morrumbala,Zambezia,-17.344233969465726,35.44368044418279,flood_zone,0,52.0
Mepuagiua,Gurue,Zambezia,-15.585582444287537,37.134596584848545,flood_zone,0,128.0
Micaune,Chinde,Zambezia,-18.294064564520628,36.470759067653624,flood_zone,0,34.0
Milange,Milange,Zambezia,-16.234775132749277,35.964047050074186,flood_zone,0,470.0
Mocuba,Mocuba,Zambezia,-17.018451702863207,36.920850073863065,flood_zone,0,251.0
Mocubela,Mocubela,Zambezia,-16.884823968601793,37.680398116355,flood_zone,0,41.0
Molumbo,Molumbo,Zambezia,-15.669704228876371,36.2020922488331,flood_zone,0,449.0
Mongue,Milange,Zambezia,-16.443193358956233,35.65650059438184,flood_zone,0,177.0
Mopeia,Mopeia,Zambezia,-17.84318539775603,35.80248948231657,flood_zone,0,114.0
Morrumbala,Morrumbala,Zambezia,-17.24664647168229,35.71767594244893,flood_zone,0,248.0
Muabanama,Lugela,Zambezia,-16.10728197302665,36.47915215993685,flood_zone,0,43.0
Mualama,Pebane,Zambezia,-16.77960763248163,38.45419650744398,flood_zone,0,79.0
Mugeba,Mocuba,Zambezia,-16.637685384608965,37.297684785792775,flood_zone,0,137.0
Mulevala,Mulevala,Zambezia,-16.373158994729597,37.63466800969107,flood_zone,0,131.0
Munhamade,Lugela,Zambezia,-16.48517834809384,36.95399413809739,flood_zone,0,79.0
Naburi,Pebane,Zambezia,-16.538760412838858,38.8436813823726,flood_zone,0,59.0
Namacurra,Namacurra,Zambezia,-17.431008445131383,37.00184343841524,flood_zone,0,145.0
Namanjavira,Mocuba,Zambezia,-16.807000065618404,36.489803566005314,flood_zone,0,90.0
Namarroi,Namarroi,Zambezia,-15.997210881628217,36.933180312238086,flood_zone,0,101.0
Nante,Maganja Da Costa,Zambezia,-17.323114017701982,37.278681178290036,flood_zone,0,47.0
Nauela,Alto Molocue,Zambezia,-15.392233062223625,37.53577176177532,flood_zone,0,95.0
Nicoadala,Nicoadala,Zambezia,-17.573068780013596,36.6737172186637,flood_zone,0,243.0
Pebane,Pebane,Zambezia,-16.945195526533436,38.114490407157334,flood_zone,0,84.0
Regone,Namarroi,Zambezia,-15.741724210274311,36.70373773295325,flood_zone,0,54.0
Socone,Ile,Zambezia,-15.789065950143101,37.24809833279716,flood_zone,0,43.0
Tacuane,Lugela,Zambezia,-16.402245695836942,36.466895625804185,flood_zone,0,28.0
