day,total_agents
0,806
1,738
2,723
3,726
4,722
5,781
6,780
7,782
8,779
9,779
10,778
11,777
12,785
13,785
14,781
15,779
16,779
17,775
18,778
19,774
20,774
21,774
22,772
23,773
24,772
25,772
26,770
27,774
28,775
29,775
30,775
31,774
32,773
33,772
34,775
35,773
36,771
37,772
38,771
39,768
40,771
41,768
42,766
43,765
44,764
45,765
46,766
47,768
48,770
49,769
50,769
51,768
52,768
53,767
54,768
55,768
56,768
57,768
58,766
59,767
60,766
61,768
62,766
63,767
64,767
65,768
66,766
67,766
68,767
69,769
70,769
71,769
72,768
73,770
74,772
75,771
76,773
77,771
78,771
79,773
80,781
81,786
82,789
83,795
84,791
85,792
86,795
87,794
88,796
89,795
90,797
91,813
92,797
93,797
94,796
95,797
96,798
97,822
98,831
99,846
100,838
101,845
102,849
103,852
104,854
105,855
106,856
107,859
108,858
109,861
110,865
111,868
112,870
113,867
114,869
115,869
116,868
117,869
118,869
119,869
120,869
121,868
122,873
123,873
124,874
125,878
126,880
127,884
128,888
129,892
130,893
131,893
132,898
133,895
134,898
135,899
136,902
137,902
138,907
139,911
140,912
141,916
142,918
143,926
144,928
145,933
146,933
147,941
148,941
149,945
150,946
151,948
152,948
153,986
154,958
155,966
156,967
157,967
158,970
159,969
160,969
161,967
162,968
163,970
164,989
165,990
166,999
167,995
168,993
169,999
170,1004
171,1011
172,1011
173,1011
174,1012
175,1014
176,1010
177,1015
178,1015
179,1016
180,1015
181,1013
182,1017
183,1019
184,1020
185,1022
186,1024
187,1022
188,1026
189,1028
190,1029
191,1032
192,1032
193,1035
194,1033
195,1033
196,1032
197,1033
198,1032
199,1032
200,1032
201,1032
202,1033
203,1033
204,1031
205,1034
206,1041
207,1044
208,1048
209,1057
210,1059
211,1061
212,1065
213,1070
214,1069
215,1079
216,1081
217,1080
218,1083
219,1084
220,1088
221,1089
222,1091
223,1095
224,1096
225,1098
226,1098
227,1096
228,1098
229,1100
230,1104
231,1101
232,1104
233,1107
234,1106
235,1108
236,1110
237,1110
238,1111
239,1112
240,1114
241,1114
242,1115
243,1115
244,1117
245,1117
246,1117
247,1119
248,1117
249,1116
250,1117
251,1115
252,1115
253,1115
254,1113
255,1113
256,1118
257,1116
258,1116
259,1116
260,1116
261,1118
262,1118
263,1118
264,1118
265,1121
266,1120
267,1120
268,1119
269,1120
270,1120
271,1123
272,1200
273,1140
274,1147
275,1155
276,1155
277,1162
278,1164
279,1163
280,1162
281,1163
282,1163
283,1163
284,1165
285,1164
286,1165
287,1166
288,1164
289,1167
290,1169
291,1170
292,1170
293,1169
294,1169
295,1167
296,1169
297,1169
298,1169
299,1168
300,1169
301,1169
302,1169
303,1183
304,1169
305,1171
306,1171
307,1172
308,1173
309,1173
310,1174
311,1174
312,1173
313,1178
314,1179
315,1180
316,1185
317,1186
318,1187
319,1189
320,1191
321,1192
322,1194
323,1196
324,1201
325,1204
326,1204
327,1206
328,1213
329,1215
330,1219
331,1222
332,1222
333,1230
334,1225
335,1230
336,1228
337,1231
338,1228
339,1233
340,1233
341,1235
342,1235
343,1234
344,1236
345,1237
346,1248
347,1249
348,1248
349,1242
350,1246
351,1248
352,1249
353,1250
354,1253
355,1253
356,1253
357,1256
358,1260
359,1262
360,1262
361,1265
362,1269
363,1272
364,1279
365,1272
366,1277
367,1280
368,1282
369,1278
370,1279
371,1281
372,1281
373,1280
374,1282
375,1284
376,1285
377,1284
378,1283
379,1285
380,1283
381,1284
382,1283
383,1285
384,1286
385,1285
386,1284
387,1285
388,1286
389,1287
390,1288
391,1289
392,1293
393,1294
394,1296
395,1295
396,1299
397,1301
398,1302
399,1301
400,1300
401,1303
402,1304
403,1303
404,1304
405,1304
406,1306
407,1308
408,1308
409,1313
410,1322
411,1328
412,1338
413,1340
414,1348
415,1340
416,1353
417,1358
418,1361
419,1364
420,1365
421,1364
422,1365
423,1368
424,1369
425,1369
